SCHOOL_YEAR,DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,Revenues/Expenditures,Description,REV_EXP_VALUE,Dollars per FTE
2016-17,601,Appling County,ALL,All Column Values,K-12 Expenditures,General Administration,737726.17,214.64
2016-17,601,Appling County,ALL,All Column Values,K-12 Expenditures,Instruction,21051538.73,6124.97
2016-17,601,Appling County,ALL,All Column Values,K-12 Expenditures,Instructional Support,1483507.75,431.63
2016-17,601,Appling County,ALL,All Column Values,K-12 Expenditures,Maintenance and Operations,2371185.5,689.9
2016-17,601,Appling County,ALL,All Column Values,K-12 Expenditures,Media,530559.8,154.37
2016-17,601,Appling County,ALL,All Column Values,K-12 Expenditures,Pupil Services,934734.72,271.96
2016-17,601,Appling County,ALL,All Column Values,K-12 Expenditures,Renovation and Capital Projects,0,0
2016-17,601,Appling County,ALL,All Column Values,K-12 Expenditures,School Administration,1648156.01,479.53
2016-17,601,Appling County,ALL,All Column Values,K-12 Expenditures,School food Services,27852.42,8.1
2016-17,601,Appling County,ALL,All Column Values,K-12 Expenditures,Transportation,1994951.72,580.43
2016-17,601,Appling County,ALL,All Column Values,K-12 Revenues,Federal,0,0
2016-17,601,Appling County,ALL,All Column Values,K-12 Revenues,Local,14184222.87,4126.92
2016-17,601,Appling County,ALL,All Column Values,K-12 Revenues,Other,0,0
2016-17,601,Appling County,ALL,All Column Values,K-12 Revenues,State Lottery,0,0
2016-17,601,Appling County,ALL,All Column Values,K-12 Revenues,State Other,539096.24,156.85
2016-17,601,Appling County,ALL,All Column Values,K-12 Revenues,State QBE,17743921,5162.62
2016-17,601,Appling County,1050,Altamaha Elementary School,K-12 Expenditures,Debt Services,0,0
2016-17,601,Appling County,1050,Altamaha Elementary School,K-12 Expenditures,General Administration,0,0
2016-17,601,Appling County,1050,Altamaha Elementary School,K-12 Expenditures,Instruction,2354374.82,6521.81
2016-17,601,Appling County,1050,Altamaha Elementary School,K-12 Expenditures,Instructional Support,5094.14,14.11
2016-17,601,Appling County,1050,Altamaha Elementary School,K-12 Expenditures,Maintenance and Operations,106544.54,295.14
2016-17,601,Appling County,1050,Altamaha Elementary School,K-12 Expenditures,Media,83820.71,232.19
2016-17,601,Appling County,1050,Altamaha Elementary School,K-12 Expenditures,Pupil Services,56680.69,157.01
2016-17,601,Appling County,1050,Altamaha Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2016-17,601,Appling County,1050,Altamaha Elementary School,K-12 Expenditures,School Administration,103782.24,287.49
2016-17,601,Appling County,1050,Altamaha Elementary School,K-12 Expenditures,School food Services,0,0
2016-17,601,Appling County,1050,Altamaha Elementary School,K-12 Expenditures,Transportation,0,0
2016-17,601,Appling County,177,Appling County Elementary School,K-12 Expenditures,Debt Services,0,0
2016-17,601,Appling County,177,Appling County Elementary School,K-12 Expenditures,General Administration,0,0
2016-17,601,Appling County,177,Appling County Elementary School,K-12 Expenditures,Instruction,3349256.87,5667.1
2016-17,601,Appling County,177,Appling County Elementary School,K-12 Expenditures,Instructional Support,106222.75,179.73
2016-17,601,Appling County,177,Appling County Elementary School,K-12 Expenditures,Maintenance and Operations,134711.33,227.94
2016-17,601,Appling County,177,Appling County Elementary School,K-12 Expenditures,Media,99004.23,167.52
2016-17,601,Appling County,177,Appling County Elementary School,K-12 Expenditures,Pupil Services,67452.95,114.13
2016-17,601,Appling County,177,Appling County Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2016-17,601,Appling County,177,Appling County Elementary School,K-12 Expenditures,School Administration,307504.35,520.31
2016-17,601,Appling County,177,Appling County Elementary School,K-12 Expenditures,School food Services,0,0
2016-17,601,Appling County,177,Appling County Elementary School,K-12 Expenditures,Transportation,0,0
2016-17,601,Appling County,103,Appling County High School,K-12 Expenditures,Debt Services,0,0
2016-17,601,Appling County,103,Appling County High School,K-12 Expenditures,General Administration,0,0
2016-17,601,Appling County,103,Appling County High School,K-12 Expenditures,Instruction,5597690.98,5782.74
2016-17,601,Appling County,103,Appling County High School,K-12 Expenditures,Instructional Support,222274.78,229.62
2016-17,601,Appling County,103,Appling County High School,K-12 Expenditures,Maintenance and Operations,485905.6,501.97
2016-17,601,Appling County,103,Appling County High School,K-12 Expenditures,Media,125189.54,129.33
2016-17,601,Appling County,103,Appling County High School,K-12 Expenditures,Pupil Services,326949.57,337.76
2016-17,601,Appling County,103,Appling County High School,K-12 Expenditures,Renovation and Capital Projects,0,0
2016-17,601,Appling County,103,Appling County High School,K-12 Expenditures,School Administration,395659.92,408.74
2016-17,601,Appling County,103,Appling County High School,K-12 Expenditures,School food Services,0,0
2016-17,601,Appling County,103,Appling County High School,K-12 Expenditures,Transportation,0,0
2016-17,601,Appling County,195,Appling County Middle School,K-12 Expenditures,Debt Services,0,0
2016-17,601,Appling County,195,Appling County Middle School,K-12 Expenditures,General Administration,0,0
2016-17,601,Appling County,195,Appling County Middle School,K-12 Expenditures,Instruction,4336495.54,5639.14
2016-17,601,Appling County,195,Appling County Middle School,K-12 Expenditures,Instructional Support,43245.45,56.24
2016-17,601,Appling County,195,Appling County Middle School,K-12 Expenditures,Maintenance and Operations,161894.51,210.53
2016-17,601,Appling County,195,Appling County Middle School,K-12 Expenditures,Media,108306.71,140.84
2016-17,601,Appling County,195,Appling County Middle School,K-12 Expenditures,Pupil Services,147493.34,191.8
2016-17,601,Appling County,195,Appling County Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2016-17,601,Appling County,195,Appling County Middle School,K-12 Expenditures,School Administration,281074.72,365.51
2016-17,601,Appling County,195,Appling County Middle School,K-12 Expenditures,School food Services,0,0
2016-17,601,Appling County,195,Appling County Middle School,K-12 Expenditures,Transportation,0,0
2016-17,601,Appling County,277,Appling County Primary School,K-12 Expenditures,Debt Services,0,0
2016-17,601,Appling County,277,Appling County Primary School,K-12 Expenditures,General Administration,0,0
2016-17,601,Appling County,277,Appling County Primary School,K-12 Expenditures,Instruction,4164859.64,7963.4
2016-17,601,Appling County,277,Appling County Primary School,K-12 Expenditures,Instructional Support,10993.83,21.02
2016-17,601,Appling County,277,Appling County Primary School,K-12 Expenditures,Maintenance and Operations,134387.6,256.96
2016-17,601,Appling County,277,Appling County Primary School,K-12 Expenditures,Media,79624.61,152.25
2016-17,601,Appling County,277,Appling County Primary School,K-12 Expenditures,Pupil Services,166906.91,319.13
2016-17,601,Appling County,277,Appling County Primary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2016-17,601,Appling County,277,Appling County Primary School,K-12 Expenditures,School Administration,413710.3,791.03
2016-17,601,Appling County,277,Appling County Primary School,K-12 Expenditures,School food Services,0,0
2016-17,601,Appling County,277,Appling County Primary School,K-12 Expenditures,Transportation,0,0
2016-17,601,Appling County,6412,Cedarwood Psychoeducational Program,K-12 Expenditures,Debt Services,0,0
2016-17,601,Appling County,6412,Cedarwood Psychoeducational Program,K-12 Expenditures,General Administration,0,0
2016-17,601,Appling County,6412,Cedarwood Psychoeducational Program,K-12 Expenditures,Instruction,0,0
2016-17,601,Appling County,6412,Cedarwood Psychoeducational Program,K-12 Expenditures,Instructional Support,0,0
2016-17,601,Appling County,6412,Cedarwood Psychoeducational Program,K-12 Expenditures,Maintenance and Operations,1027.57,1027.57
2016-17,601,Appling County,6412,Cedarwood Psychoeducational Program,K-12 Expenditures,Media,0,0
2016-17,601,Appling County,6412,Cedarwood Psychoeducational Program,K-12 Expenditures,Pupil Services,0,0
2016-17,601,Appling County,6412,Cedarwood Psychoeducational Program,K-12 Expenditures,Renovation and Capital Projects,0,0
2016-17,601,Appling County,6412,Cedarwood Psychoeducational Program,K-12 Expenditures,School Administration,0,0
2016-17,601,Appling County,6412,Cedarwood Psychoeducational Program,K-12 Expenditures,School food Services,0,0
2016-17,601,Appling County,6412,Cedarwood Psychoeducational Program,K-12 Expenditures,Transportation,0,0
2016-17,601,Appling County,8010,Central Office,K-12 Expenditures,Debt Services,0,0
2016-17,601,Appling County,8010,Central Office,K-12 Expenditures,General Administration,737726.17,737726.17
2016-17,601,Appling County,8010,Central Office,K-12 Expenditures,Instruction,211664.17,211664.17
2016-17,601,Appling County,8010,Central Office,K-12 Expenditures,Instructional Support,1093206.13,1093206.13
2016-17,601,Appling County,8010,Central Office,K-12 Expenditures,Maintenance and Operations,195257.34,195257.34
2016-17,601,Appling County,8010,Central Office,K-12 Expenditures,Media,0,0
2016-17,601,Appling County,8010,Central Office,K-12 Expenditures,Pupil Services,122913.7,122913.7
2016-17,601,Appling County,8010,Central Office,K-12 Expenditures,Renovation and Capital Projects,0,0
2016-17,601,Appling County,8010,Central Office,K-12 Expenditures,School Administration,645.84,645.84
2016-17,601,Appling County,8010,Central Office,K-12 Expenditures,School food Services,27852.42,27852.42
2016-17,601,Appling County,8010,Central Office,K-12 Expenditures,Transportation,45127.19,45127.19
2016-17,601,Appling County,6701,Discovery Place Parent Resource Center,K-12 Expenditures,Debt Services,0,0
2016-17,601,Appling County,6701,Discovery Place Parent Resource Center,K-12 Expenditures,General Administration,0,0
2016-17,601,Appling County,6701,Discovery Place Parent Resource Center,K-12 Expenditures,Instruction,0,0
2016-17,601,Appling County,6701,Discovery Place Parent Resource Center,K-12 Expenditures,Instructional Support,0,0
2016-17,601,Appling County,6701,Discovery Place Parent Resource Center,K-12 Expenditures,Maintenance and Operations,9618.16,9618.16
2016-17,601,Appling County,6701,Discovery Place Parent Resource Center,K-12 Expenditures,Media,0,0
2016-17,601,Appling County,6701,Discovery Place Parent Resource Center,K-12 Expenditures,Pupil Services,0,0
2016-17,601,Appling County,6701,Discovery Place Parent Resource Center,K-12 Expenditures,Renovation and Capital Projects,0,0
2016-17,601,Appling County,6701,Discovery Place Parent Resource Center,K-12 Expenditures,School Administration,0,0
2016-17,601,Appling County,6701,Discovery Place Parent Resource Center,K-12 Expenditures,School food Services,0,0
2016-17,601,Appling County,6701,Discovery Place Parent Resource Center,K-12 Expenditures,Transportation,0,0
2016-17,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,Debt Services,0,0
2016-17,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,General Administration,0,0
2016-17,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,Instruction,1037196.71,5606.47
2016-17,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,Instructional Support,2470.67,13.35
2016-17,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,Maintenance and Operations,50752.23,274.34
2016-17,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,Media,34614,187.1
2016-17,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,Pupil Services,46337.56,250.47
2016-17,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2016-17,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,School Administration,145778.64,787.99
2016-17,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,School food Services,0,0
2016-17,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,Transportation,0,0
2016-17,601,Appling County,8013,Maintenance Facility,K-12 Expenditures,Debt Services,0,0
2016-17,601,Appling County,8013,Maintenance Facility,K-12 Expenditures,General Administration,0,0
2016-17,601,Appling County,8013,Maintenance Facility,K-12 Expenditures,Instruction,0,0
2016-17,601,Appling County,8013,Maintenance Facility,K-12 Expenditures,Instructional Support,0,0
2016-17,601,Appling County,8013,Maintenance Facility,K-12 Expenditures,Maintenance and Operations,1052526.87,1052526.87
2016-17,601,Appling County,8013,Maintenance Facility,K-12 Expenditures,Media,0,0
2016-17,601,Appling County,8013,Maintenance Facility,K-12 Expenditures,Pupil Services,0,0
2016-17,601,Appling County,8013,Maintenance Facility,K-12 Expenditures,Renovation and Capital Projects,0,0
2016-17,601,Appling County,8013,Maintenance Facility,K-12 Expenditures,School Administration,0,0
2016-17,601,Appling County,8013,Maintenance Facility,K-12 Expenditures,School food Services,0,0
2016-17,601,Appling County,8013,Maintenance Facility,K-12 Expenditures,Transportation,0,0
2016-17,601,Appling County,8014,Other Auxillary Facility,K-12 Expenditures,Debt Services,0,0
2016-17,601,Appling County,8014,Other Auxillary Facility,K-12 Expenditures,General Administration,0,0
2016-17,601,Appling County,8014,Other Auxillary Facility,K-12 Expenditures,Instruction,0,0
2016-17,601,Appling County,8014,Other Auxillary Facility,K-12 Expenditures,Instructional Support,0,0
2016-17,601,Appling County,8014,Other Auxillary Facility,K-12 Expenditures,Maintenance and Operations,0,0
2016-17,601,Appling County,8014,Other Auxillary Facility,K-12 Expenditures,Media,0,0
2016-17,601,Appling County,8014,Other Auxillary Facility,K-12 Expenditures,Pupil Services,0,0
2016-17,601,Appling County,8014,Other Auxillary Facility,K-12 Expenditures,Renovation and Capital Projects,0,0
2016-17,601,Appling County,8014,Other Auxillary Facility,K-12 Expenditures,School Administration,0,0
2016-17,601,Appling County,8014,Other Auxillary Facility,K-12 Expenditures,School food Services,0,0
2016-17,601,Appling County,8014,Other Auxillary Facility,K-12 Expenditures,Transportation,0,0
2016-17,601,Appling County,8012,Transportation Facility,K-12 Expenditures,Debt Services,0,0
2016-17,601,Appling County,8012,Transportation Facility,K-12 Expenditures,General Administration,0,0
2016-17,601,Appling County,8012,Transportation Facility,K-12 Expenditures,Instruction,0,0
2016-17,601,Appling County,8012,Transportation Facility,K-12 Expenditures,Instructional Support,0,0
2016-17,601,Appling County,8012,Transportation Facility,K-12 Expenditures,Maintenance and Operations,38559.75,38559.75
2016-17,601,Appling County,8012,Transportation Facility,K-12 Expenditures,Media,0,0
2016-17,601,Appling County,8012,Transportation Facility,K-12 Expenditures,Pupil Services,0,0
2016-17,601,Appling County,8012,Transportation Facility,K-12 Expenditures,Renovation and Capital Projects,0,0
2016-17,601,Appling County,8012,Transportation Facility,K-12 Expenditures,School Administration,0,0
2016-17,601,Appling County,8012,Transportation Facility,K-12 Expenditures,School food Services,0,0
2016-17,601,Appling County,8012,Transportation Facility,K-12 Expenditures,Transportation,1949824.53,1949824.53
2016-17,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,Debt Services,0,0
2016-17,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,General Administration,608599.83,361.4
2016-17,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,Instruction,9479601.53,5629.22
2016-17,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,Instructional Support,319817,189.92
2016-17,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,Maintenance and Operations,1143720.19,679.17
2016-17,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,Media,349297.35,207.42
2016-17,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,Pupil Services,342769.8,203.55
2016-17,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,Renovation and Capital Projects,0,0
2016-17,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,School Administration,1065622.39,632.79
2016-17,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,School food Services,12994.12,7.72
2016-17,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,Transportation,917408.74,544.78
2016-17,602,Atkinson County,ALL,All Column Values,K-12 Revenues,Federal,0,0
2016-17,602,Atkinson County,ALL,All Column Values,K-12 Revenues,Local,2428692.93,1442.22
2016-17,602,Atkinson County,ALL,All Column Values,K-12 Revenues,Other,333.33,0.2
2016-17,602,Atkinson County,ALL,All Column Values,K-12 Revenues,State Lottery,0,0
2016-17,602,Atkinson County,ALL,All Column Values,K-12 Revenues,State Other,186973.73,111.03
2016-17,602,Atkinson County,ALL,All Column Values,K-12 Revenues,State QBE,11907330,7070.86
2016-17,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,Debt Services,0,0
2016-17,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,General Administration,2902.79,5.96
2016-17,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,Instruction,2483108.54,5098.79
2016-17,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,Instructional Support,49969.99,102.61
2016-17,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,Maintenance and Operations,286118.81,587.51
2016-17,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,Media,111152.94,228.24
2016-17,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,Pupil Services,187013.63,384.01
2016-17,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,Renovation and Capital Projects,0,0
2016-17,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,School Administration,318317.54,653.63
2016-17,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,School food Services,0,0
2016-17,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,Transportation,0,0
2016-17,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,Debt Services,0,0
2016-17,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,General Administration,492,1.34
2016-17,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,Instruction,1946682.42,5289.9
2016-17,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,Instructional Support,20215.47,54.93
2016-17,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,Maintenance and Operations,129579.65,352.12
2016-17,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,Media,3812.5,10.36
2016-17,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,Pupil Services,37005.63,100.56
2016-17,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2016-17,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,School Administration,244446.62,664.26
2016-17,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,School food Services,0,0
2016-17,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,Transportation,1503.39,4.09
2016-17,602,Atkinson County,8010,Central Office,K-12 Expenditures,Debt Services,0,0
2016-17,602,Atkinson County,8010,Central Office,K-12 Expenditures,General Administration,604221.04,604221.04
2016-17,602,Atkinson County,8010,Central Office,K-12 Expenditures,Instruction,138.23,138.23
2016-17,602,Atkinson County,8010,Central Office,K-12 Expenditures,Instructional Support,219289.12,219289.12
2016-17,602,Atkinson County,8010,Central Office,K-12 Expenditures,Maintenance and Operations,30624.66,30624.66
2016-17,602,Atkinson County,8010,Central Office,K-12 Expenditures,Media,0,0
2016-17,602,Atkinson County,8010,Central Office,K-12 Expenditures,Pupil Services,6000.79,6000.79
2016-17,602,Atkinson County,8010,Central Office,K-12 Expenditures,Renovation and Capital Projects,0,0
2016-17,602,Atkinson County,8010,Central Office,K-12 Expenditures,School Administration,8032.15,8032.15
2016-17,602,Atkinson County,8010,Central Office,K-12 Expenditures,School food Services,12994.12,12994.12
2016-17,602,Atkinson County,8010,Central Office,K-12 Expenditures,Transportation,13098.27,13098.27
2016-17,602,Atkinson County,8013,Maintenance Facility,K-12 Expenditures,Debt Services,0,0
2016-17,602,Atkinson County,8013,Maintenance Facility,K-12 Expenditures,General Administration,0,0
2016-17,602,Atkinson County,8013,Maintenance Facility,K-12 Expenditures,Instruction,0,0
2016-17,602,Atkinson County,8013,Maintenance Facility,K-12 Expenditures,Instructional Support,0,0
2016-17,602,Atkinson County,8013,Maintenance Facility,K-12 Expenditures,Maintenance and Operations,320234.59,320234.59
2016-17,602,Atkinson County,8013,Maintenance Facility,K-12 Expenditures,Media,0,0
2016-17,602,Atkinson County,8013,Maintenance Facility,K-12 Expenditures,Pupil Services,0,0
2016-17,602,Atkinson County,8013,Maintenance Facility,K-12 Expenditures,Renovation and Capital Projects,0,0
2016-17,602,Atkinson County,8013,Maintenance Facility,K-12 Expenditures,School Administration,0,0
2016-17,602,Atkinson County,8013,Maintenance Facility,K-12 Expenditures,School food Services,0,0
2016-17,602,Atkinson County,8013,Maintenance Facility,K-12 Expenditures,Transportation,0,0
2016-17,602,Atkinson County,8014,Other Auxillary Facility,K-12 Expenditures,Debt Services,0,0
2016-17,602,Atkinson County,8014,Other Auxillary Facility,K-12 Expenditures,General Administration,0,0
2016-17,602,Atkinson County,8014,Other Auxillary Facility,K-12 Expenditures,Instruction,0,0
2016-17,602,Atkinson County,8014,Other Auxillary Facility,K-12 Expenditures,Instructional Support,0,0
2016-17,602,Atkinson County,8014,Other Auxillary Facility,K-12 Expenditures,Maintenance and Operations,10143.76,10143.76
2016-17,602,Atkinson County,8014,Other Auxillary Facility,K-12 Expenditures,Media,0,0
2016-17,602,Atkinson County,8014,Other Auxillary Facility,K-12 Expenditures,Pupil Services,0,0
2016-17,602,Atkinson County,8014,Other Auxillary Facility,K-12 Expenditures,Renovation and Capital Projects,0,0
2016-17,602,Atkinson County,8014,Other Auxillary Facility,K-12 Expenditures,School Administration,0,0
2016-17,602,Atkinson County,8014,Other Auxillary Facility,K-12 Expenditures,School food Services,0,0
2016-17,602,Atkinson County,8014,Other Auxillary Facility,K-12 Expenditures,Transportation,0,0
2016-17,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,Debt Services,0,0
2016-17,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,General Administration,492,0.78
2016-17,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,Instruction,3662580.25,5822.86
2016-17,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,Instructional Support,17775.3,28.26
2016-17,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,Maintenance and Operations,228243,362.87
2016-17,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,Media,132980.1,211.42
2016-17,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,Pupil Services,69228.28,110.06
2016-17,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2016-17,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,School Administration,327390.77,520.49
2016-17,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,School food Services,0,0
2016-17,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,Transportation,0,0
2016-17,602,Atkinson County,8012,Transportation Facility,K-12 Expenditures,Debt Services,0,0
2016-17,602,Atkinson County,8012,Transportation Facility,K-12 Expenditures,General Administration,0,0
2016-17,602,Atkinson County,8012,Transportation Facility,K-12 Expenditures,Instruction,0,0
2016-17,602,Atkinson County,8012,Transportation Facility,K-12 Expenditures,Instructional Support,0,0
2016-17,602,Atkinson County,8012,Transportation Facility,K-12 Expenditures,Maintenance and Operations,4528.93,4528.93
2016-17,602,Atkinson County,8012,Transportation Facility,K-12 Expenditures,Media,0,0
2016-17,602,Atkinson County,8012,Transportation Facility,K-12 Expenditures,Pupil Services,0,0
2016-17,602,Atkinson County,8012,Transportation Facility,K-12 Expenditures,Renovation and Capital Projects,0,0
2016-17,602,Atkinson County,8012,Transportation Facility,K-12 Expenditures,School Administration,0,0
2016-17,602,Atkinson County,8012,Transportation Facility,K-12 Expenditures,School food Services,0,0
2016-17,602,Atkinson County,8012,Transportation Facility,K-12 Expenditures,Transportation,902807.08,902807.08
2016-17,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,Debt Services,0,0
2016-17,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,General Administration,492,2.7
2016-17,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,Instruction,1387092.09,7621.39
2016-17,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,Instructional Support,12567.12,69.05
2016-17,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,Maintenance and Operations,134246.79,737.62
2016-17,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,Media,101351.81,556.88
2016-17,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,Pupil Services,43521.47,239.13
2016-17,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2016-17,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,School Administration,167435.31,919.97
2016-17,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,School food Services,0,0
2016-17,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,Transportation,0,0
2016-17,761,Atlanta Public Schools,403,APS-Forrest Hills Academey,K-12 Expenditures,Debt Services,0,0
2016-17,761,Atlanta Public Schools,403,APS-Forrest Hills Academey,K-12 Expenditures,General Administration,0,0
2016-17,761,Atlanta Public Schools,403,APS-Forrest Hills Academey,K-12 Expenditures,Instruction,2559976.33,25346.3
2016-17,761,Atlanta Public Schools,403,APS-Forrest Hills Academey,K-12 Expenditures,Instructional Support,0,0
2016-17,761,Atlanta Public Schools,403,APS-Forrest Hills Academey,K-12 Expenditures,Maintenance and Operations,129942.91,1286.56
2016-17,761,Atlanta Public Schools,403,APS-Forrest Hills Academey,K-12 Expenditures,Media,90659.33,897.62
2016-17,761,Atlanta Public Schools,403,APS-Forrest Hills Academey,K-12 Expenditures,Pupil Services,474158.55,4694.64
2016-17,761,Atlanta Public Schools,403,APS-Forrest Hills Academey,K-12 Expenditures,Renovation and Capital Projects,0,0
2016-17,761,Atlanta Public Schools,403,APS-Forrest Hills Academey,K-12 Expenditures,School Administration,1124527.12,11133.93
2016-17,761,Atlanta Public Schools,403,APS-Forrest Hills Academey,K-12 Expenditures,School food Services,0,0
2016-17,761,Atlanta Public Schools,403,APS-Forrest Hills Academey,K-12 Expenditures,Transportation,0,0
2016-17,761,Atlanta Public Schools,2050,Adamsville Elementary School,K-12 Expenditures,Debt Services,0,0
2016-17,761,Atlanta Public Schools,2050,Adamsville Elementary School,K-12 Expenditures,General Administration,0,0
2016-17,761,Atlanta Public Schools,2050,Adamsville Elementary School,K-12 Expenditures,Instruction,137601.4,137601.4
2016-17,761,Atlanta Public Schools,2050,Adamsville Elementary School,K-12 Expenditures,Instructional Support,0,0
