SCHOOL_YEAR,DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,Revenues/Expenditures,Description,REV_EXP_VALUE,Dollars per FTE
2014-15,601,Appling County,277,Appling County Primary School,K-12 Expenditures,Instructional Support,7191.32,11.49
2014-15,601,Appling County,277,Appling County Primary School,K-12 Expenditures,Maintenance and Operations,253094.51,404.3
2014-15,601,Appling County,277,Appling County Primary School,K-12 Expenditures,Media,74704.69,119.34
2014-15,601,Appling County,277,Appling County Primary School,K-12 Expenditures,Pupil Services,131856.68,210.63
2014-15,601,Appling County,277,Appling County Primary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2014-15,601,Appling County,277,Appling County Primary School,K-12 Expenditures,School Administration,308361.69,492.59
2014-15,601,Appling County,277,Appling County Primary School,K-12 Expenditures,School food Services,0,0
2014-15,601,Appling County,277,Appling County Primary School,K-12 Expenditures,Transportation,0,0
2014-15,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,Debt Services,0,0
2014-15,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,General Administration,0,0
2014-15,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,Instruction,857664.66,5533.32
2014-15,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,Instructional Support,1731.38,11.17
2014-15,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,Maintenance and Operations,87301.28,563.23
2014-15,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,Media,24362.77,157.18
2014-15,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,Pupil Services,59699.65,385.16
2014-15,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2014-15,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,School Administration,137269.91,885.61
2014-15,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,School food Services,0,0
2014-15,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,Transportation,0,0
2014-15,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,Debt Services,0,0
2014-15,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,General Administration,461610.89,283.72
2014-15,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,Instruction,8764525.5,5386.92
2014-15,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,Instructional Support,331763.52,203.91
2014-15,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,Maintenance and Operations,1175836.74,722.7
2014-15,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,Media,338894.52,208.29
2014-15,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,Pupil Services,346125.92,212.74
2014-15,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,Renovation and Capital Projects,0,0
2014-15,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,School Administration,990168.55,608.59
2014-15,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,School food Services,11081.96,6.81
2014-15,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,Transportation,825851.62,507.59
2014-15,602,Atkinson County,ALL,All Column Values,K-12 Revenues,Federal,0,0
2014-15,602,Atkinson County,ALL,All Column Values,K-12 Revenues,Local,2437627.65,1498.23
2014-15,602,Atkinson County,ALL,All Column Values,K-12 Revenues,Other,0,0
2014-15,602,Atkinson County,ALL,All Column Values,K-12 Revenues,State Lottery,0,0
2014-15,602,Atkinson County,ALL,All Column Values,K-12 Revenues,State Other,130243.64,80.05
2014-15,602,Atkinson County,ALL,All Column Values,K-12 Revenues,State QBE,11437491,7029.8
2014-15,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,Debt Services,0,0
2014-15,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,General Administration,742,1.71
2014-15,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,Instruction,2073574.08,4788.85
2014-15,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,Instructional Support,50947.87,117.66
2014-15,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,Maintenance and Operations,291180.57,672.47
2014-15,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,Media,105020.64,242.54
2014-15,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,Pupil Services,187039.59,431.96
2014-15,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,Renovation and Capital Projects,0,0
2014-15,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,School Administration,325414.93,751.54
2014-15,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,School food Services,0,0
2014-15,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,Transportation,2010.74,4.64
2014-15,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,Debt Services,0,0
2014-15,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,General Administration,342,0.87
2014-15,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,Instruction,1815450.95,4607.74
2014-15,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,Instructional Support,19650.34,49.87
2014-15,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,Maintenance and Operations,150311.48,381.5
2014-15,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,Media,3812.5,9.68
2014-15,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,Pupil Services,39780.79,100.97
2014-15,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2014-15,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,School Administration,215536.43,547.05
2014-15,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,School food Services,0,0
2014-15,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,Transportation,0,0
2014-15,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,Debt Services,0,0
2014-15,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,General Administration,342,0.58
2014-15,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,Instruction,3503439.45,5948.11
2014-15,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,Instructional Support,17948.88,30.47
2014-15,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,Maintenance and Operations,227345.41,385.99
2014-15,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,Media,128672.89,218.46
2014-15,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,Pupil Services,62767.75,106.57
2014-15,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2014-15,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,School Administration,297655.14,505.36
2014-15,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,School food Services,0,0
2014-15,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,Transportation,0,0
2014-15,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,Debt Services,0,0
2014-15,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,General Administration,342,1.75
2014-15,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,Instruction,1352024.77,6933.46
2014-15,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,Instructional Support,12883.99,66.07
2014-15,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,Maintenance and Operations,149467.51,766.5
2014-15,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,Media,101388.49,519.94
2014-15,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,Pupil Services,51041.17,261.75
2014-15,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2014-15,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,School Administration,151562.05,777.24
2014-15,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,School food Services,0,0
2014-15,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,Transportation,0,0
2014-15,761,Atlanta Public Schools,403,APS-Forrest Hills Academey,K-12 Expenditures,Debt Services,0,0
2014-15,761,Atlanta Public Schools,403,APS-Forrest Hills Academey,K-12 Expenditures,General Administration,0,0
2014-15,761,Atlanta Public Schools,403,APS-Forrest Hills Academey,K-12 Expenditures,Instruction,3483279.13,12396.01
2014-15,761,Atlanta Public Schools,403,APS-Forrest Hills Academey,K-12 Expenditures,Instructional Support,0,0
2014-15,761,Atlanta Public Schools,403,APS-Forrest Hills Academey,K-12 Expenditures,Maintenance and Operations,93261.47,331.89
2014-15,761,Atlanta Public Schools,403,APS-Forrest Hills Academey,K-12 Expenditures,Media,83829.03,298.32
2014-15,761,Atlanta Public Schools,403,APS-Forrest Hills Academey,K-12 Expenditures,Pupil Services,558146.92,1986.29
2014-15,761,Atlanta Public Schools,403,APS-Forrest Hills Academey,K-12 Expenditures,Renovation and Capital Projects,0,0
2014-15,761,Atlanta Public Schools,403,APS-Forrest Hills Academey,K-12 Expenditures,School Administration,614300.72,2186.12
2014-15,761,Atlanta Public Schools,403,APS-Forrest Hills Academey,K-12 Expenditures,School food Services,0,0
2014-15,761,Atlanta Public Schools,403,APS-Forrest Hills Academey,K-12 Expenditures,Transportation,0,0
2014-15,761,Atlanta Public Schools,413,Adamsville Primary School,K-12 Expenditures,Debt Services,0,0
2014-15,761,Atlanta Public Schools,413,Adamsville Primary School,K-12 Expenditures,General Administration,0,0
2014-15,761,Atlanta Public Schools,413,Adamsville Primary School,K-12 Expenditures,Instruction,2632727.25,6733.32
2014-15,761,Atlanta Public Schools,413,Adamsville Primary School,K-12 Expenditures,Instructional Support,0,0
2014-15,761,Atlanta Public Schools,413,Adamsville Primary School,K-12 Expenditures,Maintenance and Operations,47424.27,121.29
2014-15,761,Atlanta Public Schools,413,Adamsville Primary School,K-12 Expenditures,Media,104002.88,265.99
2014-15,761,Atlanta Public Schools,413,Adamsville Primary School,K-12 Expenditures,Pupil Services,105048.38,268.67
2014-15,761,Atlanta Public Schools,413,Adamsville Primary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2014-15,761,Atlanta Public Schools,413,Adamsville Primary School,K-12 Expenditures,School Administration,342324.6,875.51
2014-15,761,Atlanta Public Schools,413,Adamsville Primary School,K-12 Expenditures,School food Services,0,0
2014-15,761,Atlanta Public Schools,413,Adamsville Primary School,K-12 Expenditures,Transportation,0,0
2014-15,761,Atlanta Public Schools,ALL,All Column Values,K-12 Expenditures,Debt Services,2518543.32,49.94
2014-15,761,Atlanta Public Schools,ALL,All Column Values,K-12 Expenditures,General Administration,19840958.32,393.4
2014-15,761,Atlanta Public Schools,ALL,All Column Values,K-12 Expenditures,Instruction,417861116.3,8285.14
2014-15,761,Atlanta Public Schools,ALL,All Column Values,K-12 Expenditures,Instructional Support,34955199.05,693.07
2014-15,761,Atlanta Public Schools,ALL,All Column Values,K-12 Expenditures,Maintenance and Operations,71589343.14,1419.44
2014-15,761,Atlanta Public Schools,ALL,All Column Values,K-12 Expenditures,Media,11101882.09,220.12
2014-15,761,Atlanta Public Schools,ALL,All Column Values,K-12 Expenditures,Pupil Services,24297361.6,481.76
2014-15,761,Atlanta Public Schools,ALL,All Column Values,K-12 Expenditures,Renovation and Capital Projects,0,0
2014-15,761,Atlanta Public Schools,ALL,All Column Values,K-12 Expenditures,School Administration,42923568.61,851.07
2014-15,761,Atlanta Public Schools,ALL,All Column Values,K-12 Expenditures,School food Services,299211.51,5.93
2014-15,761,Atlanta Public Schools,ALL,All Column Values,K-12 Expenditures,Transportation,26799970.44,531.38
2014-15,761,Atlanta Public Schools,ALL,All Column Values,K-12 Revenues,Federal,1248478.3,24.75
2014-15,761,Atlanta Public Schools,ALL,All Column Values,K-12 Revenues,Local,463938777.7,9198.75
2014-15,761,Atlanta Public Schools,ALL,All Column Values,K-12 Revenues,Other,4709488.29,93.38
2014-15,761,Atlanta Public Schools,ALL,All Column Values,K-12 Revenues,State Lottery,0,0
2014-15,761,Atlanta Public Schools,ALL,All Column Values,K-12 Revenues,State Other,3547167.3,70.33
2014-15,761,Atlanta Public Schools,ALL,All Column Values,K-12 Revenues,State QBE,163669505,3245.16
2014-15,761,Atlanta Public Schools,206,Atlanta Charter Middle School,K-12 Expenditures,Debt Services,0,0
2014-15,761,Atlanta Public Schools,206,Atlanta Charter Middle School,K-12 Expenditures,General Administration,0,0
2014-15,761,Atlanta Public Schools,206,Atlanta Charter Middle School,K-12 Expenditures,Instruction,2547195.92,10885.45
2014-15,761,Atlanta Public Schools,206,Atlanta Charter Middle School,K-12 Expenditures,Instructional Support,0,0
2014-15,761,Atlanta Public Schools,206,Atlanta Charter Middle School,K-12 Expenditures,Maintenance and Operations,0,0
2014-15,761,Atlanta Public Schools,206,Atlanta Charter Middle School,K-12 Expenditures,Media,0,0
2014-15,761,Atlanta Public Schools,206,Atlanta Charter Middle School,K-12 Expenditures,Pupil Services,0,0
2014-15,761,Atlanta Public Schools,206,Atlanta Charter Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2014-15,761,Atlanta Public Schools,206,Atlanta Charter Middle School,K-12 Expenditures,School Administration,0,0
2014-15,761,Atlanta Public Schools,206,Atlanta Charter Middle School,K-12 Expenditures,School food Services,0,0
2014-15,761,Atlanta Public Schools,206,Atlanta Charter Middle School,K-12 Expenditures,Transportation,0,0
2014-15,761,Atlanta Public Schools,415,Atlanta Classical Academy,K-12 Expenditures,Debt Services,0,0
2014-15,761,Atlanta Public Schools,415,Atlanta Classical Academy,K-12 Expenditures,General Administration,0,0
2014-15,761,Atlanta Public Schools,415,Atlanta Classical Academy,K-12 Expenditures,Instruction,4271448,8770.94
2014-15,761,Atlanta Public Schools,415,Atlanta Classical Academy,K-12 Expenditures,Instructional Support,0,0
2014-15,761,Atlanta Public Schools,415,Atlanta Classical Academy,K-12 Expenditures,Maintenance and Operations,0,0
2014-15,761,Atlanta Public Schools,415,Atlanta Classical Academy,K-12 Expenditures,Media,0,0
2014-15,761,Atlanta Public Schools,415,Atlanta Classical Academy,K-12 Expenditures,Pupil Services,0,0
2014-15,761,Atlanta Public Schools,415,Atlanta Classical Academy,K-12 Expenditures,Renovation and Capital Projects,0,0
2014-15,761,Atlanta Public Schools,415,Atlanta Classical Academy,K-12 Expenditures,School Administration,0,0
2014-15,761,Atlanta Public Schools,415,Atlanta Classical Academy,K-12 Expenditures,School food Services,0,0
2014-15,761,Atlanta Public Schools,415,Atlanta Classical Academy,K-12 Expenditures,Transportation,0,0
2014-15,761,Atlanta Public Schools,604,Bazoline E. Usher/Collier Heights Elmentary School,K-12 Expenditures,Debt Services,0,0
2014-15,761,Atlanta Public Schools,604,Bazoline E. Usher/Collier Heights Elmentary School,K-12 Expenditures,General Administration,0,0
2014-15,761,Atlanta Public Schools,604,Bazoline E. Usher/Collier Heights Elmentary School,K-12 Expenditures,Instruction,3055307.35,7205.91
2014-15,761,Atlanta Public Schools,604,Bazoline E. Usher/Collier Heights Elmentary School,K-12 Expenditures,Instructional Support,0,0
2014-15,761,Atlanta Public Schools,604,Bazoline E. Usher/Collier Heights Elmentary School,K-12 Expenditures,Maintenance and Operations,67869.83,160.07
2014-15,761,Atlanta Public Schools,604,Bazoline E. Usher/Collier Heights Elmentary School,K-12 Expenditures,Media,103048.31,243.04
2014-15,761,Atlanta Public Schools,604,Bazoline E. Usher/Collier Heights Elmentary School,K-12 Expenditures,Pupil Services,93358.47,220.19
2014-15,761,Atlanta Public Schools,604,Bazoline E. Usher/Collier Heights Elmentary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2014-15,761,Atlanta Public Schools,604,Bazoline E. Usher/Collier Heights Elmentary School,K-12 Expenditures,School Administration,333291.31,786.06
2014-15,761,Atlanta Public Schools,604,Bazoline E. Usher/Collier Heights Elmentary School,K-12 Expenditures,School food Services,0,0
2014-15,761,Atlanta Public Schools,604,Bazoline E. Usher/Collier Heights Elmentary School,K-12 Expenditures,Transportation,0,0
2014-15,761,Atlanta Public Schools,3051,Beecher Hills Elementary School,K-12 Expenditures,Debt Services,0,0
2014-15,761,Atlanta Public Schools,3051,Beecher Hills Elementary School,K-12 Expenditures,General Administration,0,0
2014-15,761,Atlanta Public Schools,3051,Beecher Hills Elementary School,K-12 Expenditures,Instruction,2713663.79,8173.69
2014-15,761,Atlanta Public Schools,3051,Beecher Hills Elementary School,K-12 Expenditures,Instructional Support,0,0
2014-15,761,Atlanta Public Schools,3051,Beecher Hills Elementary School,K-12 Expenditures,Maintenance and Operations,91670.02,276.11
2014-15,761,Atlanta Public Schools,3051,Beecher Hills Elementary School,K-12 Expenditures,Media,95485.67,287.61
2014-15,761,Atlanta Public Schools,3051,Beecher Hills Elementary School,K-12 Expenditures,Pupil Services,135669.44,408.64
2014-15,761,Atlanta Public Schools,3051,Beecher Hills Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2014-15,761,Atlanta Public Schools,3051,Beecher Hills Elementary School,K-12 Expenditures,School Administration,284450.17,856.78
2014-15,761,Atlanta Public Schools,3051,Beecher Hills Elementary School,K-12 Expenditures,School food Services,0,0
2014-15,761,Atlanta Public Schools,3051,Beecher Hills Elementary School,K-12 Expenditures,Transportation,0,0
2014-15,761,Atlanta Public Schools,5051,Benteen Elementary School,K-12 Expenditures,Debt Services,0,0
2014-15,761,Atlanta Public Schools,5051,Benteen Elementary School,K-12 Expenditures,General Administration,0,0
2014-15,761,Atlanta Public Schools,5051,Benteen Elementary School,K-12 Expenditures,Instruction,1943924.14,6501.42
2014-15,761,Atlanta Public Schools,5051,Benteen Elementary School,K-12 Expenditures,Instructional Support,0,0
2014-15,761,Atlanta Public Schools,5051,Benteen Elementary School,K-12 Expenditures,Maintenance and Operations,101080.46,338.06
2014-15,761,Atlanta Public Schools,5051,Benteen Elementary School,K-12 Expenditures,Media,3537.13,11.83
2014-15,761,Atlanta Public Schools,5051,Benteen Elementary School,K-12 Expenditures,Pupil Services,172911.14,578.3
2014-15,761,Atlanta Public Schools,5051,Benteen Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2014-15,761,Atlanta Public Schools,5051,Benteen Elementary School,K-12 Expenditures,School Administration,335727.47,1122.83
2014-15,761,Atlanta Public Schools,5051,Benteen Elementary School,K-12 Expenditures,School food Services,0,0
2014-15,761,Atlanta Public Schools,5051,Benteen Elementary School,K-12 Expenditures,Transportation,0,0
2014-15,761,Atlanta Public Schools,1052,Bethune Elementary School,K-12 Expenditures,Debt Services,0,0
2014-15,761,Atlanta Public Schools,1052,Bethune Elementary School,K-12 Expenditures,General Administration,0,0
2014-15,761,Atlanta Public Schools,1052,Bethune Elementary School,K-12 Expenditures,Instruction,3063686.71,6252.42
2014-15,761,Atlanta Public Schools,1052,Bethune Elementary School,K-12 Expenditures,Instructional Support,0,0
2014-15,761,Atlanta Public Schools,1052,Bethune Elementary School,K-12 Expenditures,Maintenance and Operations,92596.36,188.97
2014-15,761,Atlanta Public Schools,1052,Bethune Elementary School,K-12 Expenditures,Media,87001.73,177.55
2014-15,761,Atlanta Public Schools,1052,Bethune Elementary School,K-12 Expenditures,Pupil Services,67541.59,137.84
2014-15,761,Atlanta Public Schools,1052,Bethune Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2014-15,761,Atlanta Public Schools,1052,Bethune Elementary School,K-12 Expenditures,School Administration,315982.02,644.86
2014-15,761,Atlanta Public Schools,1052,Bethune Elementary School,K-12 Expenditures,School food Services,0,0
2014-15,761,Atlanta Public Schools,1052,Bethune Elementary School,K-12 Expenditures,Transportation,0,0
2014-15,761,Atlanta Public Schools,303,Bolton Academy,K-12 Expenditures,Debt Services,0,0
2014-15,761,Atlanta Public Schools,303,Bolton Academy,K-12 Expenditures,General Administration,0,0
2014-15,761,Atlanta Public Schools,303,Bolton Academy,K-12 Expenditures,Instruction,4105308,7090.34
2014-15,761,Atlanta Public Schools,303,Bolton Academy,K-12 Expenditures,Instructional Support,0,0
2014-15,761,Atlanta Public Schools,303,Bolton Academy,K-12 Expenditures,Maintenance and Operations,119545.09,206.47
