SCHOOL_YEAR,DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,Revenues/Expenditures,Description,REV_EXP_VALUE,Dollars per FTE
2017-18,601,Appling County,ALL,All Column Values,K-12 Expenditures,Media,545292.2,156.56
2017-18,601,Appling County,ALL,All Column Values,K-12 Expenditures,Pupil Services,1056212.78,303.25
2017-18,601,Appling County,ALL,All Column Values,K-12 Expenditures,Renovation and Capital Projects,0,0
2017-18,601,Appling County,ALL,All Column Values,K-12 Expenditures,School Administration,1675638.23,481.09
2017-18,601,Appling County,ALL,All Column Values,K-12 Expenditures,School food Services,27747.77,7.97
2017-18,601,Appling County,ALL,All Column Values,K-12 Expenditures,Transportation,1960696.54,562.93
2017-18,601,Appling County,ALL,All Column Values,K-12 Revenues,Federal,0,0
2017-18,601,Appling County,ALL,All Column Values,K-12 Revenues,Local,14729306.38,4228.91
2017-18,601,Appling County,ALL,All Column Values,K-12 Revenues,Other,0,0
2017-18,601,Appling County,ALL,All Column Values,K-12 Revenues,State Lottery,0,0
2017-18,601,Appling County,ALL,All Column Values,K-12 Revenues,State Other,535016.98,153.61
2017-18,601,Appling County,ALL,All Column Values,K-12 Revenues,State QBE,18812582,5401.26
2017-18,601,Appling County,1050,Altamaha Elementary School,K-12 Expenditures,Debt Services,0,0
2017-18,601,Appling County,1050,Altamaha Elementary School,K-12 Expenditures,General Administration,0,0
2017-18,601,Appling County,1050,Altamaha Elementary School,K-12 Expenditures,Instruction,2313712.47,6120.93
2017-18,601,Appling County,1050,Altamaha Elementary School,K-12 Expenditures,Instructional Support,6197.57,16.4
2017-18,601,Appling County,1050,Altamaha Elementary School,K-12 Expenditures,Maintenance and Operations,92106.81,243.67
2017-18,601,Appling County,1050,Altamaha Elementary School,K-12 Expenditures,Media,84263.98,222.92
2017-18,601,Appling County,1050,Altamaha Elementary School,K-12 Expenditures,Pupil Services,62027.92,164.1
2017-18,601,Appling County,1050,Altamaha Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2017-18,601,Appling County,1050,Altamaha Elementary School,K-12 Expenditures,School Administration,207218.62,548.2
2017-18,601,Appling County,1050,Altamaha Elementary School,K-12 Expenditures,School food Services,0,0
2017-18,601,Appling County,1050,Altamaha Elementary School,K-12 Expenditures,Transportation,0,0
2017-18,601,Appling County,177,Appling County Elementary School,K-12 Expenditures,Debt Services,0,0
2017-18,601,Appling County,177,Appling County Elementary School,K-12 Expenditures,General Administration,0,0
2017-18,601,Appling County,177,Appling County Elementary School,K-12 Expenditures,Instruction,3644820.53,6054.52
2017-18,601,Appling County,177,Appling County Elementary School,K-12 Expenditures,Instructional Support,113805.64,189.05
2017-18,601,Appling County,177,Appling County Elementary School,K-12 Expenditures,Maintenance and Operations,126384.3,209.94
2017-18,601,Appling County,177,Appling County Elementary School,K-12 Expenditures,Media,96503.92,160.31
2017-18,601,Appling County,177,Appling County Elementary School,K-12 Expenditures,Pupil Services,69175.43,114.91
2017-18,601,Appling County,177,Appling County Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2017-18,601,Appling County,177,Appling County Elementary School,K-12 Expenditures,School Administration,321050.54,533.31
2017-18,601,Appling County,177,Appling County Elementary School,K-12 Expenditures,School food Services,0,0
2017-18,601,Appling County,177,Appling County Elementary School,K-12 Expenditures,Transportation,0,0
2017-18,601,Appling County,103,Appling County High School,K-12 Expenditures,Debt Services,0,0
2017-18,601,Appling County,103,Appling County High School,K-12 Expenditures,General Administration,0,0
2017-18,601,Appling County,103,Appling County High School,K-12 Expenditures,Instruction,5678595.29,5735.95
2017-18,601,Appling County,103,Appling County High School,K-12 Expenditures,Instructional Support,233784.33,236.15
2017-18,601,Appling County,103,Appling County High School,K-12 Expenditures,Maintenance and Operations,430938.02,435.29
2017-18,601,Appling County,103,Appling County High School,K-12 Expenditures,Media,131350.41,132.68
2017-18,601,Appling County,103,Appling County High School,K-12 Expenditures,Pupil Services,409597.27,413.73
2017-18,601,Appling County,103,Appling County High School,K-12 Expenditures,Renovation and Capital Projects,0,0
2017-18,601,Appling County,103,Appling County High School,K-12 Expenditures,School Administration,391264.55,395.22
2017-18,601,Appling County,103,Appling County High School,K-12 Expenditures,School food Services,0,0
2017-18,601,Appling County,103,Appling County High School,K-12 Expenditures,Transportation,0,0
2017-18,601,Appling County,195,Appling County Middle School,K-12 Expenditures,Debt Services,0,0
2017-18,601,Appling County,195,Appling County Middle School,K-12 Expenditures,General Administration,0,0
2017-18,601,Appling County,195,Appling County Middle School,K-12 Expenditures,Instruction,4407013.97,5599.76
2017-18,601,Appling County,195,Appling County Middle School,K-12 Expenditures,Instructional Support,45526.41,57.85
2017-18,601,Appling County,195,Appling County Middle School,K-12 Expenditures,Maintenance and Operations,144131.27,183.14
2017-18,601,Appling County,195,Appling County Middle School,K-12 Expenditures,Media,110003.56,139.78
2017-18,601,Appling County,195,Appling County Middle School,K-12 Expenditures,Pupil Services,176224.62,223.92
2017-18,601,Appling County,195,Appling County Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2017-18,601,Appling County,195,Appling County Middle School,K-12 Expenditures,School Administration,296004.68,376.12
2017-18,601,Appling County,195,Appling County Middle School,K-12 Expenditures,School food Services,0,0
2017-18,601,Appling County,195,Appling County Middle School,K-12 Expenditures,Transportation,0,0
2017-18,601,Appling County,277,Appling County Primary School,K-12 Expenditures,Debt Services,0,0
2017-18,601,Appling County,277,Appling County Primary School,K-12 Expenditures,General Administration,0,0
2017-18,601,Appling County,277,Appling County Primary School,K-12 Expenditures,Instruction,4262552.68,8424.02
2017-18,601,Appling County,277,Appling County Primary School,K-12 Expenditures,Instructional Support,12350.13,24.41
2017-18,601,Appling County,277,Appling County Primary School,K-12 Expenditures,Maintenance and Operations,138431.41,273.58
2017-18,601,Appling County,277,Appling County Primary School,K-12 Expenditures,Media,81102.48,160.28
2017-18,601,Appling County,277,Appling County Primary School,K-12 Expenditures,Pupil Services,170091.34,336.15
2017-18,601,Appling County,277,Appling County Primary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2017-18,601,Appling County,277,Appling County Primary School,K-12 Expenditures,School Administration,314730.98,622
2017-18,601,Appling County,277,Appling County Primary School,K-12 Expenditures,School food Services,0,0
2017-18,601,Appling County,277,Appling County Primary School,K-12 Expenditures,Transportation,0,0
2017-18,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,Debt Services,0,0
2017-18,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,General Administration,0,0
2017-18,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,Instruction,1070823.86,5883.65
2017-18,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,Instructional Support,2996.17,16.46
2017-18,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,Maintenance and Operations,53489.18,293.9
2017-18,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,Media,34392.85,188.97
2017-18,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,Pupil Services,48030.47,263.9
2017-18,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2017-18,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,School Administration,145368.86,798.73
2017-18,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,School food Services,0,0
2017-18,601,Appling County,5050,Fourth District Elementary School,K-12 Expenditures,Transportation,0,0
2017-18,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,Debt Services,0,0
2017-18,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,General Administration,706521.77,426.39
2017-18,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,Instruction,9377049.16,5659.05
2017-18,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,Instructional Support,527050.05,318.07
2017-18,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,Maintenance and Operations,1176701.15,710.14
2017-18,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,Media,365927.16,220.84
2017-18,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,Pupil Services,383259.57,231.3
2017-18,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,Renovation and Capital Projects,5517,3.33
2017-18,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,School Administration,1225146.13,739.38
2017-18,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,School food Services,11714.13,7.07
2017-18,602,Atkinson County,ALL,All Column Values,K-12 Expenditures,Transportation,835549.82,504.25
2017-18,602,Atkinson County,ALL,All Column Values,K-12 Revenues,Federal,0,0
2017-18,602,Atkinson County,ALL,All Column Values,K-12 Revenues,Local,2390199.16,1442.49
2017-18,602,Atkinson County,ALL,All Column Values,K-12 Revenues,Other,0,0
2017-18,602,Atkinson County,ALL,All Column Values,K-12 Revenues,State Lottery,0,0
2017-18,602,Atkinson County,ALL,All Column Values,K-12 Revenues,State Other,112922.01,68.15
2017-18,602,Atkinson County,ALL,All Column Values,K-12 Revenues,State QBE,12442620,7509.12
2017-18,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,Debt Services,0,0
2017-18,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,General Administration,492,1.01
2017-18,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,Instruction,2558533.85,5242.9
2017-18,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,Instructional Support,52994.17,108.59
2017-18,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,Maintenance and Operations,303762.26,622.46
2017-18,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,Media,74675.8,153.02
2017-18,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,Pupil Services,183286.55,375.59
2017-18,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,Renovation and Capital Projects,0,0
2017-18,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,School Administration,342713.54,702.28
2017-18,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,School food Services,0,0
2017-18,602,Atkinson County,103,Atkinson County High School,K-12 Expenditures,Transportation,642.61,1.32
2017-18,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,Debt Services,0,0
2017-18,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,General Administration,492,1.36
2017-18,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,Instruction,1835488.35,5056.44
2017-18,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,Instructional Support,20192.77,55.63
2017-18,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,Maintenance and Operations,135008.58,371.92
2017-18,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,Media,48764.06,134.34
2017-18,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,Pupil Services,61724.78,170.04
2017-18,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2017-18,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,School Administration,293628.03,808.89
2017-18,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,School food Services,0,0
2017-18,602,Atkinson County,111,Atkinson County Middle School,K-12 Expenditures,Transportation,1076.5,2.97
2017-18,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,Debt Services,0,0
2017-18,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,General Administration,492,0.79
2017-18,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,Instruction,3695059.72,5959.77
2017-18,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,Instructional Support,24276.68,39.16
2017-18,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,Maintenance and Operations,229896.69,370.8
2017-18,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,Media,140415.38,226.48
2017-18,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,Pupil Services,83663.42,134.94
2017-18,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2017-18,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,School Administration,379492.8,612.09
2017-18,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,School food Services,0,0
2017-18,602,Atkinson County,190,Pearson Elementary School,K-12 Expenditures,Transportation,0,0
2017-18,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,Debt Services,0,0
2017-18,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,General Administration,492,2.93
2017-18,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,Instruction,1287967.24,7666.47
2017-18,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,Instructional Support,12431.19,74
2017-18,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,Maintenance and Operations,140637.52,837.13
2017-18,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,Media,102071.92,607.57
2017-18,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,Pupil Services,49236.34,293.07
2017-18,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2017-18,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,School Administration,202139.28,1203.21
2017-18,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,School food Services,0,0
2017-18,602,Atkinson County,187,Willacoochee Elementary School,K-12 Expenditures,Transportation,0,0
2017-18,761,Atlanta Public Schools,403,APS-Forrest Hills Academy,K-12 Expenditures,Debt Services,0,0
2017-18,761,Atlanta Public Schools,403,APS-Forrest Hills Academy,K-12 Expenditures,General Administration,0,0
2017-18,761,Atlanta Public Schools,403,APS-Forrest Hills Academy,K-12 Expenditures,Instruction,2553712.88,15291.69
2017-18,761,Atlanta Public Schools,403,APS-Forrest Hills Academy,K-12 Expenditures,Instructional Support,75605.56,452.73
2017-18,761,Atlanta Public Schools,403,APS-Forrest Hills Academy,K-12 Expenditures,Maintenance and Operations,449351.6,2690.73
2017-18,761,Atlanta Public Schools,403,APS-Forrest Hills Academy,K-12 Expenditures,Media,96667.62,578.85
2017-18,761,Atlanta Public Schools,403,APS-Forrest Hills Academy,K-12 Expenditures,Pupil Services,1127091.67,6749.05
2017-18,761,Atlanta Public Schools,403,APS-Forrest Hills Academy,K-12 Expenditures,Renovation and Capital Projects,0,0
2017-18,761,Atlanta Public Schools,403,APS-Forrest Hills Academy,K-12 Expenditures,School Administration,834940.36,4999.64
2017-18,761,Atlanta Public Schools,403,APS-Forrest Hills Academy,K-12 Expenditures,School food Services,0,0
2017-18,761,Atlanta Public Schools,403,APS-Forrest Hills Academy,K-12 Expenditures,Transportation,3840,22.99
2017-18,761,Atlanta Public Schools,ALL,All Column Values,K-12 Expenditures,Debt Services,2059445.56,40.04
2017-18,761,Atlanta Public Schools,ALL,All Column Values,K-12 Expenditures,General Administration,16633973.49,323.39
2017-18,761,Atlanta Public Schools,ALL,All Column Values,K-12 Expenditures,Instruction,480967109.8,9350.61
2017-18,761,Atlanta Public Schools,ALL,All Column Values,K-12 Expenditures,Instructional Support,58965082.78,1146.36
2017-18,761,Atlanta Public Schools,ALL,All Column Values,K-12 Expenditures,Maintenance and Operations,79363007.19,1542.92
2017-18,761,Atlanta Public Schools,ALL,All Column Values,K-12 Expenditures,Media,7198592.29,139.95
2017-18,761,Atlanta Public Schools,ALL,All Column Values,K-12 Expenditures,Pupil Services,43119741.43,838.3
2017-18,761,Atlanta Public Schools,ALL,All Column Values,K-12 Expenditures,Renovation and Capital Projects,58082.95,1.13
2017-18,761,Atlanta Public Schools,ALL,All Column Values,K-12 Expenditures,School Administration,38194043.67,742.54
2017-18,761,Atlanta Public Schools,ALL,All Column Values,K-12 Expenditures,School food Services,365419.08,7.1
2017-18,761,Atlanta Public Schools,ALL,All Column Values,K-12 Expenditures,Transportation,29926313.72,581.81
2017-18,761,Atlanta Public Schools,ALL,All Column Values,K-12 Revenues,Federal,1161068.54,22.57
2017-18,761,Atlanta Public Schools,ALL,All Column Values,K-12 Revenues,Local,537992088.7,10459.24
2017-18,761,Atlanta Public Schools,ALL,All Column Values,K-12 Revenues,Other,5637602.04,109.6
2017-18,761,Atlanta Public Schools,ALL,All Column Values,K-12 Revenues,State Lottery,0,0
2017-18,761,Atlanta Public Schools,ALL,All Column Values,K-12 Revenues,State Other,3534207.69,68.71
2017-18,761,Atlanta Public Schools,ALL,All Column Values,K-12 Revenues,State QBE,198427724,3857.68
2017-18,761,Atlanta Public Schools,415,Atlanta Classical Academy,K-12 Expenditures,Debt Services,0,0
2017-18,761,Atlanta Public Schools,415,Atlanta Classical Academy,K-12 Expenditures,General Administration,0,0
2017-18,761,Atlanta Public Schools,415,Atlanta Classical Academy,K-12 Expenditures,Instruction,6392419.86,10244.26
2017-18,761,Atlanta Public Schools,415,Atlanta Classical Academy,K-12 Expenditures,Instructional Support,0,0
2017-18,761,Atlanta Public Schools,415,Atlanta Classical Academy,K-12 Expenditures,Maintenance and Operations,0,0
2017-18,761,Atlanta Public Schools,415,Atlanta Classical Academy,K-12 Expenditures,Media,0,0
2017-18,761,Atlanta Public Schools,415,Atlanta Classical Academy,K-12 Expenditures,Pupil Services,0,0
2017-18,761,Atlanta Public Schools,415,Atlanta Classical Academy,K-12 Expenditures,Renovation and Capital Projects,0,0
2017-18,761,Atlanta Public Schools,415,Atlanta Classical Academy,K-12 Expenditures,School Administration,0,0
2017-18,761,Atlanta Public Schools,415,Atlanta Classical Academy,K-12 Expenditures,School food Services,0,0
2017-18,761,Atlanta Public Schools,415,Atlanta Classical Academy,K-12 Expenditures,Transportation,0,0
2017-18,761,Atlanta Public Schools,505,Atlanta Neighborhood Charter - Elementary,K-12 Expenditures,Debt Services,0,0
2017-18,761,Atlanta Public Schools,505,Atlanta Neighborhood Charter - Elementary,K-12 Expenditures,General Administration,0,0
2017-18,761,Atlanta Public Schools,505,Atlanta Neighborhood Charter - Elementary,K-12 Expenditures,Instruction,5436865.65,13391.29
2017-18,761,Atlanta Public Schools,505,Atlanta Neighborhood Charter - Elementary,K-12 Expenditures,Instructional Support,0,0
2017-18,761,Atlanta Public Schools,505,Atlanta Neighborhood Charter - Elementary,K-12 Expenditures,Maintenance and Operations,0,0
2017-18,761,Atlanta Public Schools,505,Atlanta Neighborhood Charter - Elementary,K-12 Expenditures,Media,0,0
2017-18,761,Atlanta Public Schools,505,Atlanta Neighborhood Charter - Elementary,K-12 Expenditures,Pupil Services,0,0
2017-18,761,Atlanta Public Schools,505,Atlanta Neighborhood Charter - Elementary,K-12 Expenditures,Renovation and Capital Projects,0,0
2017-18,761,Atlanta Public Schools,505,Atlanta Neighborhood Charter - Elementary,K-12 Expenditures,School Administration,0,0
2017-18,761,Atlanta Public Schools,505,Atlanta Neighborhood Charter - Elementary,K-12 Expenditures,School food Services,0,0
2017-18,761,Atlanta Public Schools,505,Atlanta Neighborhood Charter - Elementary,K-12 Expenditures,Transportation,0,0
2017-18,761,Atlanta Public Schools,206,Atlanta Neighborhood Charter - Middle,K-12 Expenditures,Debt Services,0,0
2017-18,761,Atlanta Public Schools,206,Atlanta Neighborhood Charter - Middle,K-12 Expenditures,General Administration,0,0
2017-18,761,Atlanta Public Schools,206,Atlanta Neighborhood Charter - Middle,K-12 Expenditures,Instruction,3391185.23,14430.58
2017-18,761,Atlanta Public Schools,206,Atlanta Neighborhood Charter - Middle,K-12 Expenditures,Instructional Support,0,0
2017-18,761,Atlanta Public Schools,206,Atlanta Neighborhood Charter - Middle,K-12 Expenditures,Maintenance and Operations,0,0
2017-18,761,Atlanta Public Schools,206,Atlanta Neighborhood Charter - Middle,K-12 Expenditures,Media,0,0
2017-18,761,Atlanta Public Schools,206,Atlanta Neighborhood Charter - Middle,K-12 Expenditures,Pupil Services,0,0
2017-18,761,Atlanta Public Schools,206,Atlanta Neighborhood Charter - Middle,K-12 Expenditures,Renovation and Capital Projects,0,0
2017-18,761,Atlanta Public Schools,206,Atlanta Neighborhood Charter - Middle,K-12 Expenditures,School Administration,0,0
2017-18,761,Atlanta Public Schools,206,Atlanta Neighborhood Charter - Middle,K-12 Expenditures,School food Services,0,0
2017-18,761,Atlanta Public Schools,206,Atlanta Neighborhood Charter - Middle,K-12 Expenditures,Transportation,0,0
2017-18,761,Atlanta Public Schools,1411,B.E.S.T Academy,K-12 Expenditures,Debt Services,0,0
2017-18,761,Atlanta Public Schools,1411,B.E.S.T Academy,K-12 Expenditures,General Administration,0,0
2017-18,761,Atlanta Public Schools,1411,B.E.S.T Academy,K-12 Expenditures,Instruction,3590686.87,9090.35
2017-18,761,Atlanta Public Schools,1411,B.E.S.T Academy,K-12 Expenditures,Instructional Support,136860.6,346.48
2017-18,761,Atlanta Public Schools,1411,B.E.S.T Academy,K-12 Expenditures,Maintenance and Operations,458656.41,1161.16
2017-18,761,Atlanta Public Schools,1411,B.E.S.T Academy,K-12 Expenditures,Media,119982.72,303.75
2017-18,761,Atlanta Public Schools,1411,B.E.S.T Academy,K-12 Expenditures,Pupil Services,457494.14,1158.21
2017-18,761,Atlanta Public Schools,1411,B.E.S.T Academy,K-12 Expenditures,Renovation and Capital Projects,0,0
2017-18,761,Atlanta Public Schools,1411,B.E.S.T Academy,K-12 Expenditures,School Administration,658776.28,1667.79
2017-18,761,Atlanta Public Schools,1411,B.E.S.T Academy,K-12 Expenditures,School food Services,0,0
2017-18,761,Atlanta Public Schools,1411,B.E.S.T Academy,K-12 Expenditures,Transportation,16486,41.74
2017-18,761,Atlanta Public Schools,5066,Barack and Michelle Obama Academy,K-12 Expenditures,Debt Services,0,0
2017-18,761,Atlanta Public Schools,5066,Barack and Michelle Obama Academy,K-12 Expenditures,General Administration,0,0
2017-18,761,Atlanta Public Schools,5066,Barack and Michelle Obama Academy,K-12 Expenditures,Instruction,2344345.33,9687.38
2017-18,761,Atlanta Public Schools,5066,Barack and Michelle Obama Academy,K-12 Expenditures,Instructional Support,604680.4,2498.68
2017-18,761,Atlanta Public Schools,5066,Barack and Michelle Obama Academy,K-12 Expenditures,Maintenance and Operations,204505.19,845.06
2017-18,761,Atlanta Public Schools,5066,Barack and Michelle Obama Academy,K-12 Expenditures,Media,105408.41,435.57
2017-18,761,Atlanta Public Schools,5066,Barack and Michelle Obama Academy,K-12 Expenditures,Pupil Services,400961.71,1656.87
2017-18,761,Atlanta Public Schools,5066,Barack and Michelle Obama Academy,K-12 Expenditures,Renovation and Capital Projects,0,0
2017-18,761,Atlanta Public Schools,5066,Barack and Michelle Obama Academy,K-12 Expenditures,School Administration,388131.11,1603.85
2017-18,761,Atlanta Public Schools,5066,Barack and Michelle Obama Academy,K-12 Expenditures,School food Services,0,0
2017-18,761,Atlanta Public Schools,5066,Barack and Michelle Obama Academy,K-12 Expenditures,Transportation,10183.18,42.08
2017-18,761,Atlanta Public Schools,604,Bazoline E. Usher/Collier Heights Elmentary School,K-12 Expenditures,Debt Services,0,0
2017-18,761,Atlanta Public Schools,604,Bazoline E. Usher/Collier Heights Elmentary School,K-12 Expenditures,General Administration,0,0
2017-18,761,Atlanta Public Schools,604,Bazoline E. Usher/Collier Heights Elmentary School,K-12 Expenditures,Instruction,3309712.07,7899.07
2017-18,761,Atlanta Public Schools,604,Bazoline E. Usher/Collier Heights Elmentary School,K-12 Expenditures,Instructional Support,859101.29,2050.36
2017-18,761,Atlanta Public Schools,604,Bazoline E. Usher/Collier Heights Elmentary School,K-12 Expenditures,Maintenance and Operations,276005.02,658.72
2017-18,761,Atlanta Public Schools,604,Bazoline E. Usher/Collier Heights Elmentary School,K-12 Expenditures,Media,100876.54,240.76
2017-18,761,Atlanta Public Schools,604,Bazoline E. Usher/Collier Heights Elmentary School,K-12 Expenditures,Pupil Services,345896.8,825.53
2017-18,761,Atlanta Public Schools,604,Bazoline E. Usher/Collier Heights Elmentary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2017-18,761,Atlanta Public Schools,604,Bazoline E. Usher/Collier Heights Elmentary School,K-12 Expenditures,School Administration,437373.55,1043.85
2017-18,761,Atlanta Public Schools,604,Bazoline E. Usher/Collier Heights Elmentary School,K-12 Expenditures,School food Services,0,0
2017-18,761,Atlanta Public Schools,604,Bazoline E. Usher/Collier Heights Elmentary School,K-12 Expenditures,Transportation,10866,25.93
2017-18,761,Atlanta Public Schools,3051,Beecher Hills Elementary School,K-12 Expenditures,Debt Services,0,0
2017-18,761,Atlanta Public Schools,3051,Beecher Hills Elementary School,K-12 Expenditures,General Administration,0,0
2017-18,761,Atlanta Public Schools,3051,Beecher Hills Elementary School,K-12 Expenditures,Instruction,3128853.67,9716.94
2017-18,761,Atlanta Public Schools,3051,Beecher Hills Elementary School,K-12 Expenditures,Instructional Support,125215.35,388.87
2017-18,761,Atlanta Public Schools,3051,Beecher Hills Elementary School,K-12 Expenditures,Maintenance and Operations,173682.78,539.39
2017-18,761,Atlanta Public Schools,3051,Beecher Hills Elementary School,K-12 Expenditures,Media,106008.64,329.22
2017-18,761,Atlanta Public Schools,3051,Beecher Hills Elementary School,K-12 Expenditures,Pupil Services,281898.72,875.46
2017-18,761,Atlanta Public Schools,3051,Beecher Hills Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2017-18,761,Atlanta Public Schools,3051,Beecher Hills Elementary School,K-12 Expenditures,School Administration,306525.55,951.94
2017-18,761,Atlanta Public Schools,3051,Beecher Hills Elementary School,K-12 Expenditures,School food Services,0,0
